run_id,seed,baseline,chunk,loss,macro_f1,strategy,budget,fitness,faci_scalar,runtime_s,mem_peak_mb
3,456,Hybrid GA + GWO,0,0.6315764933824539,0.08189886480908153,Hybrid,3,0.8090998753958657,0.18580174038176062,4.454012155532837,0.43695735931396484
3,456,Hybrid GA + GWO,1,1.5828675627708435,0.06514094656136507,Hybrid,3,0.8090998753958657,0.20799181784471316,5.28694224357605,0.5653791427612305
3,456,Hybrid GA + GWO,2,0.6150073558092117,0.054976303317535544,Hybrid,3,0.8090998753958657,0.20471263801542872,5.581531763076782,0.6007595062255859
3,456,Hybrid GA + GWO,3,0.6084088087081909,0.09523809523809525,Hybrid,3,0.8090998753958657,0.21055895749494158,5.168402433395386,0.6322040557861328
3,456,Hybrid GA + GWO,4,1.571994036436081,0.09155798200384188,Hybrid,3,0.8090998753958657,0.2316749610847065,5.619815111160278,0.714935302734375
3,456,Hybrid GA + GWO,5,1.531184583902359,0.15806592406114425,Hybrid,3,0.8090998753958657,0.2032052433952387,5.227565050125122,0.714935302734375
3,456,Hybrid GA + GWO,6,1.4682374894618988,0.26673516093937755,Hybrid,3,0.8224215147924362,0.19549980301584574,4.9563539028167725,0.7239551544189453
3,456,Hybrid GA + GWO,7,1.405631184577942,0.3306364377164084,Hybrid,3,0.8224215147924362,0.1866022447613637,5.211292028427124,0.7518510818481445
3,456,Hybrid GA + GWO,8,1.415474385023117,0.42686803686803676,Hybrid,3,0.8224215147924362,0.22846403355711428,5.527416706085205,0.7794017791748047
3,456,Hybrid GA + GWO,9,1.3810909688472748,0.4598001046914873,Hybrid,3,0.8224215147924362,0.22206263391307676,5.483257293701172,0.8075838088989258
3,456,Hybrid GA + GWO,10,1.3244964480400085,0.5019604393076879,Hybrid,3,0.8224215147924362,0.22340436350510612,5.330487966537476,0.8368844985961914
3,456,Hybrid GA + GWO,11,1.213726967573166,0.5146491397747679,Hybrid,3,0.8224215147924362,0.20469900551641196,5.466515779495239,0.8634376525878906
3,456,Hybrid GA + GWO,12,1.0747481882572174,0.5213610779464438,Hybrid,3,0.8224215147924362,0.20458059736937861,5.5312559604644775,0.8919448852539062
3,456,Hybrid GA + GWO,13,1.1353974044322968,0.5264457051856276,Hybrid,3,0.8224215147924362,0.19178560024171287,5.232323169708252,0.9205207824707031
3,456,Hybrid GA + GWO,14,1.005361557006836,0.5295765538501188,Hybrid,3,0.8224215147924362,0.20085791827098615,5.714833498001099,1.0729398727416992
3,456,Hybrid GA + GWO,15,1.0010740756988525,0.5562770981638906,Hybrid,3,0.8224215147924362,0.20429973151690045,5.8318281173706055,1.0729398727416992
3,456,Hybrid GA + GWO,16,0.957922101020813,0.5438289875499177,Hybrid,3,0.828374054475478,0.18751127816824706,5.554705381393433,1.0729398727416992
3,456,Hybrid GA + GWO,17,0.8214915841817856,0.5716049817056009,Hybrid,3,0.8289512438488291,0.2042704048165401,5.39023494720459,1.0729398727416992
3,456,Hybrid GA + GWO,18,0.8635865300893784,0.5994703692351923,Hybrid,3,0.8289512438488291,0.17467103305109344,4.936313629150391,1.095412254333496
3,456,Hybrid GA + GWO,19,0.844181165099144,0.6085157968029586,Hybrid,3,0.8289512438488291,0.21168635761983357,5.129496812820435,1.095412254333496
3,456,Hybrid GA + GWO,20,0.851876825094223,0.6427944919876846,Hybrid,3,0.8289512438488291,0.22122489527754294,4.972580671310425,1.095412254333496
3,456,Hybrid GA + GWO,21,0.8305937051773071,0.664756213703271,Hybrid,3,0.8289512438488291,0.17273242546937018,4.93201470375061,1.1005544662475586
3,456,Hybrid GA + GWO,22,0.8046405911445618,0.6555722744688262,Hybrid,3,0.8289512438488291,0.21801176657459348,5.205765247344971,1.1637983322143555
3,456,Hybrid GA + GWO,23,0.8209212273359299,0.6310243072799218,Hybrid,3,0.8289512438488291,0.2036634523440081,5.034089803695679,1.1637983322143555
3,456,Hybrid GA + GWO,24,0.7424291223287582,0.6293975903614457,Hybrid,3,0.829045583368592,0.2229023928372464,5.38158106803894,1.2312889099121094
